video_id,url,title,channel,description,published_at,position,duration_sec,has_captions,caption_langs,chapters,num_chapters,topic_tag,local_audio_path,local_transcript_path,embedding_status
rGx1QNdYzvs,https://www.youtube.com/watch?v=rGx1QNdYzvs,FREE Data Analyst Bootcamp!!,Alex The Analyst,"Take my Full Courses and Practice Technical Question on Analyst Builder: https://www.analystbuilder.com/

Link to Data Analyst Bootcamp Playlist: https://bit.ly/3HHqwcr

In this video we walk through the Free Data Analyst Bootcamp right here on my YouTube channel.

I'll walk through how to do it and how to earn the certification in the video :)
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*",2023-01-30T15:26:54Z,0,412,False,,,0,Non-Lesson,,,not-ready
CUBfrdDwznQ,https://www.youtube.com/watch?v=CUBfrdDwznQ,How to Become a Data Analyst in 2023 (Completely FREE!),Alex The Analyst,"Here is my step by step process on how to become a Data Analyst in 2023!

Check out Analyst Builder! https://www.analystbuilder.com/

1. Learn the Data Analyst Skills
📖Alex The Analyst SQL Playlist: http://bit.ly/3XTIUW8
📖Alex The Analyst Tableau Playlist: http://bit.ly/3HbMOCS
📖Alex The Analyst Power BI Playlist: http://bit.ly/3j1WQi0
📖Alex The Analyst Excel Playlist: http://bit.ly/3JfKFc1
📖Alex The Analyst Python Playlist: http://bit.ly/3JkeTe2

Other Resources:
📖Coursera Curriculum: https://youtu.be/DXwFsxCtukg
📖Udemy Curriculum: https://youtu.be/S76iS03nGis

2. Build Projects and a Portfolio

📖Alex The Analyst Guided Projects Playlist: http://bit.ly/3HbNaJI
📖Build a Portfolio Website FREE: https://youtu.be/ocdwh0KYeUs

3. Build a Data Analyst Resume

📖Alex The Analyst Resume Building: https://youtu.be/w25ZjL0OqT4

4. Applying to Jobs

📖Using LinkedIn to Reach Recruiters: https://youtu.be/7uH7_DThtX0

____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*


0:00 Intro
0:48 Learn the Skills
5:58 Build Projects + Portfolio
7:29 Building a Resume
8:39 Applying to Jobs
10:47 Timeframe for Each Step",2023-01-18T13:15:11Z,1,839,False,,"[{'title': 'Intro', 'start': 0, 'end': 48}, {'title': 'Learn the Skills', 'start': 48, 'end': 358}, {'title': 'Build Projects + Portfolio', 'start': 358, 'end': 449}, {'title': 'Building a Resume', 'start': 449, 'end': 519}, {'title': 'Applying to Jobs', 'start': 519, 'end': 647}, {'title': 'Timeframe for Each Step', 'start': 647, 'end': None}]",6,Non-Lesson,,,not-ready
wgRwITQHszU,https://www.youtube.com/watch?v=wgRwITQHszU,Installing MySQL and Creating Databases | MySQL for Beginners,Alex The Analyst,"In this lesson we are going to install MySQL and create our database.

Download MySQL here: https://dev.mysql.com/downloads/installer/
Come here if you’re missing a lot of parts when installing MySQL:
Microsoft C++ Redistributable Package: https://www.techspot.com/downloads/6776-visual-c-redistributable-package.html

GitHub Database File: https://github.com/AlexTheAnalyst/MySQL-YouTube-Series/blob/main/Beginner%20-%20Parks_and_Rec_Create_db.sql

💻Analyst Builder
📖MySQL Interview Crash Course: https://www.analystbuilder.com/courses/mysql-interview-crash-course
📖Full MySQL Course: https://www.analystbuilder.com/courses/mysql-for-data-analytics
📖Advanced MySQL Course: https://www.analystbuilder.com/courses/advanced-mysql-for-data-analysis

____________________________________________ 

RESOURCES:

Analyst Builder - https://www.analystbuilder.com/

Take my Full MySQL Course Here: https://bit.ly/3tqOipr
Take my Full Python Course Here: https://bit.ly/48O581R
Practice Technical Interview Questions: https://bit.ly/46pDqqL

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*",2024-04-23T12:24:51Z,2,724,False,,,0,SQL,data\videos\wgRwITQHszU.webm,data\transcripts\wgRwITQHszU.txt,ready
HYD8KjPB9F8,https://www.youtube.com/watch?v=HYD8KjPB9F8,Select Statement in MySQL | Beginner MySQL Series,Alex The Analyst,"Full MySQL Course: https://www.analystbuilder.com/courses/mysql-for-data-analytics

In this lesson we are going to take a look at the Select Statement in MySQL!

GitHub Code: https://github.com/AlexTheAnalyst/MySQL-YouTube-Series/blob/main/Beginner%20-%20Select%20Statement.sql
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*",2024-04-23T12:24:51Z,3,660,False,,,0,SQL,data\videos\HYD8KjPB9F8.webm,data\transcripts\HYD8KjPB9F8.txt,ready
MARn_mssG4A,https://www.youtube.com/watch?v=MARn_mssG4A,Where Clause in MySQL | Beginner MySQL Series,Alex The Analyst,"Full MySQL Course: https://www.analystbuilder.com/courses/mysql-for-data-analytics

In this lesson we are going to take a look at the Where Clause in MySQL!

GitHub Code: https://github.com/AlexTheAnalyst/MySQL-YouTube-Series/blob/main/Beginner%20-%20Where%20Statement.sql
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*",2024-04-23T12:24:51Z,4,747,False,,,0,SQL,data\videos\MARn_mssG4A.webm,data\transcripts\MARn_mssG4A.txt,ready
zgYqUP_PhQo,https://www.youtube.com/watch?v=zgYqUP_PhQo,Group By + Order By in MySQL | Beginner MySQL Series,Alex The Analyst,"Full MySQL Course: https://www.analystbuilder.com/courses/mysql-for-data-analytics

In this lesson we are going to take a look at Group By and Order By in MySQL!

GitHub Code: https://github.com/AlexTheAnalyst/MySQL-YouTube-Series/blob/main/Beginner%20-%20Group%20By%20%2B%20Order%20By.sql
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*",2024-04-23T12:24:51Z,5,646,False,,,0,SQL,data\videos\zgYqUP_PhQo.webm,data\transcripts\zgYqUP_PhQo.txt,ready
dCNjUOc1cBY,https://www.youtube.com/watch?v=dCNjUOc1cBY,Having vs Where in MySQL | Beginner MySQL Series,Alex The Analyst,"Full MySQL Course: https://www.analystbuilder.com/courses/mysql-for-data-analytics

In this lesson we are going to take a look at Having vs Where in MySQL!

GitHub Code: https://github.com/AlexTheAnalyst/MySQL-YouTube-Series/blob/main/Beginner%20-%20Having%20vs%20Where.sql
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*",2024-04-23T12:24:51Z,6,226,False,,,0,SQL,data\videos\dCNjUOc1cBY.webm,data\transcripts\dCNjUOc1cBY.txt,ready
ZnAydTqCtFU,https://www.youtube.com/watch?v=ZnAydTqCtFU,Limit + Aliasing in MySQL | MySQL Beginner Series,Alex The Analyst,"Full MySQL Course: https://www.analystbuilder.com/courses/mysql-for-data-analytics

In this lesson we are going to take a look at Limit and Aliasing in MySQL!

GitHub Code: https://github.com/AlexTheAnalyst/MySQL-YouTube-Series/blob/main/Beginner%20-%20Limit%20and%20Aliasing.sql
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*",2024-04-23T12:24:51Z,7,237,False,,,0,SQL,data\videos\ZnAydTqCtFU.webm,data\transcripts\ZnAydTqCtFU.txt,ready
lXQzD09BOH0,https://www.youtube.com/watch?v=lXQzD09BOH0,Joins in MySQL | Intermediate MySQL,Alex The Analyst,"Full MySQL Course: https://www.analystbuilder.com/courses/mysql-for-data-analytics

In this lesson we are going to take a look at Joins in MySQL!

GitHub Code: https://github.com/AlexTheAnalyst/MySQL-YouTube-Series/blob/main/Intermediate%20-%20Joins.sql
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*",2024-04-23T12:24:51Z,8,1031,False,,,0,SQL,data\videos\lXQzD09BOH0.webm,data\transcripts\lXQzD09BOH0.txt,ready
iTQW_nDp938,https://www.youtube.com/watch?v=iTQW_nDp938,Unions in MySQL | Intermediate MySQL,Alex The Analyst,"Full MySQL Course: https://www.analystbuilder.com/courses/mysql-for-data-analytics

In this lesson we are going to take a look at Unions in MySQL!

GitHub Code: https://github.com/AlexTheAnalyst/MySQL-YouTube-Series/blob/main/Intermediate%20-%20Unions.sql
____________________________________________ 

SUBSCRIBE!
Do you want to become a Data Analyst? That's what this channel is all about! My goal is to help you learn everything you need in order to start your career or even switch your career into Data Analytics. Be sure to subscribe to not miss out on any content!
____________________________________________ 

RESOURCES:

Coursera Courses:
📖Google Data Analyst Certification: https://coursera.pxf.io/5bBd62
📖Data Analysis with Python - https://coursera.pxf.io/BXY3Wy
📖IBM Data Analysis Specialization - https://coursera.pxf.io/AoYOdR
📖Tableau Data Visualization - https://coursera.pxf.io/MXYqaN

Udemy Courses:
📖Python for Data Science - https://bit.ly/3Z4A5K6
📖Statistics for Data Science - https://bit.ly/37jqDbq
📖SQL for Data Analysts (SSMS) - https://bit.ly/3fkqEij
📖Tableau A-Z - http://bit.ly/385lYvN

*Please note I may earn a small commission for any purchase through these links - Thanks for supporting the channel!*
____________________________________________ 

BECOME A MEMBER - 

Want to support the channel? Consider becoming a member! I do Monthly Livestreams and you get some awesome Emoji's to use in chat and comments!

https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg/join
____________________________________________ 

Websites: 
💻Website: AlexTheAnalyst.com
💾GitHub: https://github.com/AlexTheAnalyst
📱Instagram: @Alex_The_Analyst
____________________________________________

*All opinions or statements in this video are my own and do not reflect the opinion of the company I work for or have ever worked for*",2024-04-23T12:24:51Z,9,442,False,,,0,SQL,data\videos\iTQW_nDp938.webm,data\transcripts\iTQW_nDp938.txt,ready
